"Id","Nombre por defecto","Descripción por defecto","Precio (€)","Alérgenos","Nombre Español (🇪🇸)","Descripción Español (🇪🇸)","Nombre English (🇬🇧)","Descripción English (🇬🇧)","Nombre Française (🇫🇷)","Descripción Française (🇫🇷)","Nombre Deutsch (🇩🇪)","Descripción Deutsch (🇩🇪)","Nombre Italiano (🇮🇹)","Descripción Italiano (🇮🇹)","Nombre Português (🇵🇹)","Descripción Português (🇵🇹)","Nombre Netherlands (🇳🇱)","Descripción Netherlands (🇳🇱)","Nombre Catalán (🇪)","Descripción Catalán (🇪)","Nombre Chino (🇨)","Descripción Chino (🇨)"
"fa63b553-dd3b-4eb6-8989-39a664b70577","Quidditch","Bowl de yogurt, salmón ahumado, aguacate, huevo hervido, surtido de panes.","13.9","Leche, Huevo, Pescado","Quidditch","Bowl de yogurt, salmón ahumado, aguacate, huevo hervido, surtido de panes.","Quidditch","Bowl of yogurt, smoked salmon, avocado, boiled egg, assortment of breads.","Quidditch","Bowl de yaourtt, saumon fumé, avocat, œuf dur, assortiment de pains.","Quidditch","Schüssel Joghurt, geräucherter Lachs, Avocado, gekochtes Ei, verschiedene Brotsorten.","Quidditch","Bowl de yogurtt, salmone affumicato, avocado, uovo sodo, assortimento di panee.","Quidditch","Bowl de iogurtet, salmão fumado, abacate, ovo cozido, seleção de pães.","Quidditch","Bowl de yoghurtt, gerookte zalm, avocado, gekookt ei, broodassortiment.","Quidditch","Bowl de iogurt, salmó fumat, alvocat, ou bullit, assortiment de pans.","Quidditch","Bowl de 酸奶t, 烟熏三文鱼, 牛油果, 水煮蛋, 面包拼盘."
"39c11b8b-e8e8-4662-90c0-724481b62abb","Té Verde","","2.5","Ninguno","Té Verde","","Green tea","","Thé vert","","Grüner Tee","","Tè verde","","Chá verde","","Groene thee","","Te verd","","绿茶",""
"99338a32-1e71-486f-aba0-5800e44f764d","Té Rojo","","2.5","Ninguno","Té Rojo","","Red tea","","Thé rouge","","Roter Tee","","Tè rosso","","Chá vermelho","","Rode thee","","Te vermell","","红茶",""
"335fc6a7-0403-4ee1-8e67-6ae75234a26d","Café Irlandés","Carga de expresso con whisky, azucar y crema de leche","6.0","Leche","Café Irlandés","Carga de expresso con whisky, azucar y crema de leche","coffee Irlandés","espresso shot with whisky, sugar and milk foam","café Irlandés","dose d'espresso avec whisky, sucre et mousse de lait","Kaffee Irlandés","Espresso-Shot mit Whisky, Zucker und Milchschaum","caffè Irlandés","dose di espresso con whisky, zucchero e schiuma di latte","café Irlandés","dose de espresso com whisky, açúcar e espuma de leite","koffie Irlandés","espresso-shot met whisky, suiker en melkschuim","cafè Irlandés","càrrega d'espresso amb whisky, sucre i escuma de llet","咖啡 Irlandés","一份浓缩咖啡配威士忌, 糖和奶泡"
"d483fb8f-09cf-4bdc-936f-13f5f9a88d95","Overnight","Avena, miel, leche vegetal, frutos secos","5.5","Frutos de cáscara","Overnight","Avena, miel, leche, frutos secos","Overnight","Oats, honey, milk, nuts","Overnight","avoine, miel, lait, fruits à coque","Overnight","Hafer, Honig, Milch, Nüsse","Overnight","avena, miele, latte, frutta secca","Overnight","aveia, mel, leite, frutos secos","Overnight","haver, honing, melk, noten","Overnight","Civada, mel, llet, fruita seca","Overnight","燕麦, 蜂蜜, 牛奶, 坚果"
"5a9756eb-2381-4fc8-9e39-e04b81cba8ba","Té Matcha","Te verde macha con leche o agua","3.7","Leche","Té Matcha","Te verde macha con leche o agua","tea Matcha","Te verde macha with milk or water","thé Matcha","Te verde macha avec lait ou eau","Tee Matcha","Te verde macha mit Milch oder Wasser","tè Matcha","Te verde macha con latte o acqua","chá Matcha","Te verde macha com leite ou água","thee Matcha","Te verde macha met melk of water","te Matcha","Te verde macha amb llet o aigua","茶 Matcha","Te verde macha配牛奶或水"
"a496338b-7f3e-4211-bb92-2cbd1bfd8680","Carajillo","Carga de expresso con amazonas o baylies","3.5","Ninguno","Carajillo","Carga de expresso con amazonas o baylies","Carajillo","espresso shot with amazonas or baylies","Carajillo","dose d'espresso avec amazonas ou baylies","Carajillo","Espresso-Shot mit amazonas oder baylies","Carajillo","dose di espresso con amazonas o baylies","Carajillo","dose de espresso com amazonas ou baylies","Carajillo","espresso-shot met amazonas of baylies","Carajillo","càrrega d'espresso amb amazonas o baylies","Carajillo","一份浓缩咖啡配amazonas或baylies"
"c9cba121-cc19-4eea-a949-0433712140b5","Latte Macchiato","Carga de expresso con mucha leche y crema de leche","4.0","Leche","Latte Macchiato","Carga de expresso con mucha leche y crema de leche","Latte Macchiato","espresso shot with mucha milk and milk foam","Latte Macchiato","dose d'espresso avec mucha lait et mousse de lait","Latte Macchiato","Espresso-Shot mit mucha Milch und Milchschaum","Latte Macchiato","dose di espresso con mucha latte e schiuma di latte","Latte Macchiato","dose de espresso com mucha leite e espuma de leite","Latte Macchiato","espresso-shot met mucha melk en melkschuim","Latte Macchiato","càrrega d'espresso amb mucha llet i escuma de llet","Latte Macchiato","一份浓缩咖啡配mucha 牛奶和奶泡"
"0aed7e4a-f089-4009-864f-194d1648b690","Limonada","Limonada casera con sacarina","5.0","Ninguno","Limonada","Limonada casera con sacarina","Limonada","homemade lemonade with saccharin","Limonada","limonade maison avec saccharine","Limonada","hausgemachte Limonade mit Saccharin","Limonada","limopanena montata fatta in casa con saccarina","Limonada","limonada caseira com sacarina","Limonada","huisgemaakte limonade met sacharine","Limonada","llimonada casolana amb sacarina","Limonada","自制柠檬水配糖精"
"1ed2b7c6-9034-4feb-beb1-1128efe700c7","Ibérico","(tomate y embutido a elegir)","5.5","Gluten","Ibérico","(tomate, serrano, lomo, chorizo, salchichón a elegir)","Ibérico","(tomato, serrano, loin, chorizo, sausage of your choice)","Ibérico","(tomate et embutido au choix)","Ibérico","(Tomate, Serrano, Lende, Chorizo, Wurst nach Wahl)","Ibérico","(pomodoro e embutido a scelta)","Ibérico","(tomate e embutido à escolha)","Ibérico","(tomaat en embutido naar keuze)","Ibérico","(tomàquet, serrà, llom, xoriço, llonganissa a triar)","Ibérico","(番茄和embutido可选)"
"f144a35c-b8ae-48be-90c4-18446789e9e8","Caprese","(tomate, mozzarella, pesto)","5.9","Gluten, Leche","Caprese","(tomate, mozzarella, pesto)","Caprese","(tomato, mozzarella, pesto)","Caprese","(tomate, mozzarella, pesto)","Caprese","(Tomate, Mozzarella, Pesto)","Caprese","(pomodoro, mozzarella, pesto)","Caprese","(tomate, mozzarella, pesto)","Caprese","(tomaat, mozzarella, pesto)","Caprese","(tomàquet, mozzarella, pesto)","Caprese","(番茄, 马苏里拉奶酪, 青酱)"
"e5fa53e3-a430-4ab7-95dd-ae8da23b6ba5","Beauxbatons","Tostada, miel, azúcar y canela","6.9","Gluten","Beauxbatons","Tostada, miel, azúcar y canela","Beauxbatons","Toast, honey, sugar and cinnamon","Beauxbatons","tartine, miel, sucre et cannelle","Beauxbatons","Toast, Honig, Zucker und Zimt","Beauxbatons","toast, miele, zucchero e cannella","Beauxbatons","torrada, mel, açúcar e canela","Beauxbatons","toast, honing, suiker en kaneel","Beauxbatons","Torrada, mel, sucre i canyella","Beauxbatons","吐司, 蜂蜜, 糖和肉桂"
"a4fd9790-4423-4a5b-b94b-3f987c98d454","Iberiquisimo","Tabla de embutidos, fruta, mermelada y mantequilla, surtido de panes.","12.9","Leche","Iberiquisimo","Tabla de embutidos, fruta, mermelada y mantequilla, surtido de panes.","Iberiquisimo","Charcuterie board, fruit, jam and butter, assortment of breads.","Iberiquisimo","Tabla de charcuteries, fruit, confiture et beurre, assortiment de pains.","Iberiquisimo","Wurstbrett, Obst, Marmelade und Butter, verschiedene Brotsorten.","Iberiquisimo","Tabla de salumi, frutta, marmellata e burro, assortimento di panee.","Iberiquisimo","Tabla de enchidos, fruta, compota e manteiga, seleção de pães.","Iberiquisimo","Tabla de vleeswaren, fruit, jam en boter, broodassortiment.","Iberiquisimo","Taula d'embotits, fruita, melmelada i mantega, assortiment de pans.","Iberiquisimo","Tabla de 冷切肉, 水果, 果酱和黄油, 面包拼盘."
"9e242d34-a878-40f3-a49b-849d42f61a8c","Verrine","Postres variados en vasitos","5.0","Huevo, leche, frutos de cascara","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos","Verrine","Postres variados en vasitos"
"15031127-3801-4955-b4a3-785ec345d7eb","Rooibos","","2.5","Ninguno","Rooibos","","Rooibos","","Rooibos","","Rooibos","","Rooibos","","Rooibos","","Rooibos","","Rooibos","","Rooibos",""
"8a270551-824b-4f3c-815d-e97efc5197bb","Narcisa","Tostada de tomate y aguacate","5.9","Gluten","Narcisa","Tostada de tomate y aguacate","Narcisa","Tomato and avocado toast","Narcisa","tartine de tomate et avocat","Narcisa","Tomaten-Avocado-Toast","Narcisa","toast de pomodoro e avocado","Narcisa","torrada de tomate e abacate","Narcisa","toast de tomaat en avocado","Narcisa","Torrada de tomàquet i alvocat","Narcisa","吐司 de 番茄和牛油果"
"8dbeafc4-9ad8-4ef4-9479-bfba549501cf","Chupito Jack Daniels","","3.0","Ninguno","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels","","Chupito Jack Daniels",""
"c72029b2-c708-4ec2-868a-ca365174dde9","Daim","Tarta Sueca de avena, chocolate y almendras caramelizadas","3.0","Leche, Huevo, Frutos de cáscara, Gluten","Daim","Tarta Sueca de avena, chocolate y almendras caramelizadas","Daim","Tarta Sueca of oats, chocolate and almonds caramelizadas","Daim","Tarta Sueca de avoine, chocolat et amandes caramelizadas","Daim","Tarta Sueca de Hafer, Schokolade und Mandeln caramelizadas","Daim","Tarta Sueca de avena, cioccolato e mandorle caramelizadas","Daim","Tarta Sueca de aveia, chocolate e amêndoas caramelizadas","Daim","Tarta Sueca de haver, chocolade en amandelen caramelizadas","Daim","Tarta Sueca de civada, xocolata i ametlles caramelizadas","Daim","Tarta Sueca de 燕麦, 巧克力和杏仁 caramelizadas"
"105a790b-7f6b-48d4-b9c9-b706a302aff0","ICE LATTE","Carga de expresso con hielo picado y leche","4.9","Leche","ICE LATTE","Carga de expresso con hielo picado y leche","ICE LATTE","espresso shot with hielo picado and milk","ICE LATTE","dose d'espresso avec hielo picado et lait","ICE LATTE","Espresso-Shot mit hielo picado und Milch","ICE LATTE","dose di espresso con hielo picado e latte","ICE LATTE","dose de espresso com hielo picado e leite","ICE LATTE","espresso-shot met hielo picado en melk","ICE LATTE","càrrega d'espresso amb hielo picado i llet","ICE LATTE","一份浓缩咖啡配hielo picado和牛奶"
"a8c65014-4161-4929-b466-1a295d07fbfe","Medio Bocadillo","medio bocadilo a elegir","4.0","Gluten","Medio Bocadillo","medio bocadilo a elegir","Half sandwich","medio bocadilo of your choice","Demi-sandwich","medio bocadilo au choix","Halbes Sandwich","medio bocadilo nach Wahl","Mezzo panino","medio bocadilo a scelta","Meia sanduíche","medio bocadilo à escolha","Halve sandwich","medio bocadilo naar keuze","Mig entrepà","medio bocadilo a triar","半份三明治","medio bocadilo可选"
"989ce48d-2012-498e-a76e-ddad5077918d","Tarta entera","Tartas enteras por encargo.","39.0","Gluten, Leche, Huevo","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo.","Tarta entera","Tartas enteras por encargo."
"1ab969ed-ca9b-4429-af47-4f959401ca24","Mandragora","Tomate, mozzarella, balsámico, albahaca seca y oregano","5.9","Gluten, Leche","Mandragora","Tomate, mozzarella, balsámico, albahaca seca y oregano","Mandragora","tomato, mozzarella, balsamic, dried basil and oregano","Mandragora","tomate, mozzarella, balsamique, basilic séché et origan","Mandragora","Tomate, Mozzarella, Balsamico, getrocknetes Basilikum und Oregano","Mandragora","pomodoro, mozzarella, balsamico, basilico secco e origano","Mandragora","tomate, mozzarella, balsâmico, manjericão seco e orégãos","Mandragora","tomaat, mozzarella, balsamico, gedroogde basilicum en oregano","Mandragora","tomàquet, mozzarella, balsàmic, alfàbrega seca i orenga","Mandragora","番茄, 马苏里拉奶酪, 意大利黑醋, 干罗勒和牛至"
"2cef51e4-a152-4301-9734-68c0d19ee46e","Dobby","Bocadillo con pan bollo con el embutido a elegir","2.5","Gluten","Dobby","Bocadillo con pan bollo con el embutido que quiera.","Dobby","Sandwich with bun bread with the sausage you want.","Dobby","Bocadillo avec pain bollo avec el embutido au choix","Dobby","Sandwich mit Brötchenbrot mit der gewünschten Wurst.","Dobby","Bocadillo con pane bollo con el embutido a scelta","Dobby","Bocadillo com pão bollo com el embutido à escolha","Dobby","Bocadillo met brood bollo met el embutido naar keuze","Dobby","Entrepà amb pa brioix amb l'embotit que vulgui.","Dobby","Bocadillo配面包 bollo配el embutido可选"
"c771b7b2-29d5-476d-a601-c80bc4cd5047","Zumo naranja","","2.5","Ninguno","Zumo naranja","","Orange juice","","Jus d'orange","","Orangensaft","","Succo d'arancia","","Sumo de laranja","","Sinaasappelsap","","Suc de taronja","","橙汁",""
"a55faa00-2b4d-4350-b37f-f8e394b60184","Scamander","pollo rebozado al estilo americano","8.9","Gluten, Huevo","Scamander","pollo rebozado al estilo americano","Scamander","American style breaded chicken","Scamander","poulet painé al estilo americano","Scamander","Paniertes Hähnchen nach amerikanischer Art","Scamander","pollo impaneato al estilo americano","Scamander","frango pãoado al estilo americano","Scamander","gebroodeerde kip al estilo americano","Scamander","pollastre arrebossat a l'estil americà","Scamander","裹粉鸡肉 al estilo americano"
"81f7768f-f6f9-4a86-ae2d-d4e58bafc242","Napolitana crema y chocolate","","2.5","Gluten, Leche, Huevo","Napolitana crema y chocolate","","Napolitana crema y chocolate","","Napolitana crema y chocolat","","Napolitana crema y Schokolade","","Napolitana crema y cioccolato","","Napolitana crema y chocolate","","Napolitana crema y chocolade","","Napolitana crema y xocolata","","Napolitana crema y 巧克力",""
"97b93ee3-482c-478d-8caa-226b82874405","ICE FLAT WHITE","Doble carga de expresso con hielo picado y leche","5.9","Leche","ICE FLAT WHITE","Doble carga de expresso con hielo picado y leche","ICE FLAT WHITE","double espresso shot with hielo picado and milk","ICE FLAT WHITE","double dose d'espresso avec hielo picado et lait","ICE FLAT WHITE","doppelter Espresso-Shot mit hielo picado und Milch","ICE FLAT WHITE","doppia dose di espresso con hielo picado e latte","ICE FLAT WHITE","dose dupla de espresso com hielo picado e leite","ICE FLAT WHITE","dubbele espresso-shot met hielo picado en melk","ICE FLAT WHITE","doble càrrega d'espresso amb hielo picado i llet","ICE FLAT WHITE","双份浓缩咖啡配hielo picado和牛奶"
"6d9ec63f-4065-4492-beb2-697b7101b03d","Mandangus","Tostada con tomate en rodaja","3.9","Gluten","Mandangus","Tostada con tomate","Mandangus","toast with tomato","Mandangus","tartine avec tomate en rodaja","Mandangus","Toast mit Tomate","Mandangus","toast con pomodoro en rodaja","Mandangus","torrada com tomate en rodaja","Mandangus","toast met tomaat en rodaja","Mandangus","Torrada amb tomàquet","Mandangus","吐司配番茄 en rodaja"
"69f3aaaa-cc55-4059-b1fd-fe4d07dde3d0","Tarta de queso","","4.9","Gluten, Leche, Huevo","Tarta de queso","","Cheesecake","","Cheesecake","","Käsekuchen","","Cheesecake","","Cheesecake","","Cheesecake","","Pastís de formatge","","芝士蛋糕",""
"46804cf1-7166-47b5-9fa7-798f60bb11c3","Cola Cao energy","chocolate con leche preparado en botella","2.7","Leche","Cola Cao energy","chocolate con leche preparado en botella","Cola Cao energy","chocolate with milk preparado en botella","Cola Cao energy","chocolat avec lait preparado en botella","Cola Cao energy","Schokolade mit Milch preparado en botella","Cola Cao energy","cioccolato con latte preparado en botella","Cola Cao energy","chocolate com leite preparado en botella","Cola Cao energy","chocolade met melk preparado en botella","Cola Cao energy","xocolata amb llet preparado en botella","Cola Cao energy","巧克力配牛奶 preparado en botella"
"c0a64253-bbc2-4731-9fdc-6d7f5a7564c0","ICE MOCCA","Carga de expresso con chocolate hielo picado y leche","5.5","Leche","ICE MOCCA","Carga de expresso con chocolate hielo picado y leche","ICE MOCCA","espresso shot with chocolate hielo picado and milk","ICE MOCCA","dose d'espresso avec chocolat hielo picado et lait","ICE MOCCA","Espresso-Shot mit Schokolade hielo picado und Milch","ICE MOCCA","dose di espresso con cioccolato hielo picado e latte","ICE MOCCA","dose de espresso com chocolate hielo picado e leite","ICE MOCCA","espresso-shot met chocolade hielo picado en melk","ICE MOCCA","càrrega d'espresso amb xocolata hielo picado i llet","ICE MOCCA","一份浓缩咖啡配巧克力 hielo picado和牛奶"
"7074fd5b-6d05-493e-8d82-ec56b3728e5e","Seagram's + Refresco","refresco a elegir","7.9","Ninguno","Seagram's + Refresco","refresco a elegir","Seagram's + Refresco","soft drink of your choice","Seagram's + Refresco","soda au choix","Seagram's + Refresco","Softdrink nach Wahl","Seagram's + Refresco","bibita a scelta","Seagram's + Refresco","refrigerante à escolha","Seagram's + Refresco","frisdrank naar keuze","Seagram's + Refresco","refresc a triar","Seagram's + Refresco","自选软饮"
"6d1ae4a4-6da8-4af0-86fa-a9f060aa0814","Smirnoff + Refresco","refresco a elegir","6.9","Ninguno","Smirnoff + Refresco","refresco a elegir","Smirnoff + Refresco","soft drink of your choice","Smirnoff + Refresco","soda au choix","Smirnoff + Refresco","Softdrink nach Wahl","Smirnoff + Refresco","bibita a scelta","Smirnoff + Refresco","refrigerante à escolha","Smirnoff + Refresco","frisdrank naar keuze","Smirnoff + Refresco","refresc a triar","Smirnoff + Refresco","自选软饮"
"7a06194d-5c55-4ef9-ad67-32a3c18b6cf6","Barceló + Refresco","refresco a elegir","7.9","Ninguno","Barceló + Refresco","refresco a elegir","Barceló + Refresco","soft drink of your choice","Barceló + Refresco","soda au choix","Barceló + Refresco","Softdrink nach Wahl","Barceló + Refresco","bibita a scelta","Barceló + Refresco","refrigerante à escolha","Barceló + Refresco","frisdrank naar keuze","Barceló + Refresco","refresc a triar","Barceló + Refresco","自选软饮"
"4f76c1ad-9f33-4eab-a760-f310cab15e7f","J&B + Refresco","refresco a elegir","6.9","Ninguno","J&B + Refresco","refresco a elegir","J&B + Refresco","soft drink of your choice","J&B + Refresco","soda au choix","J&B + Refresco","Softdrink nach Wahl","J&B + Refresco","bibita a scelta","J&B + Refresco","refrigerante à escolha","J&B + Refresco","frisdrank naar keuze","J&B + Refresco","refresc a triar","J&B + Refresco","自选软饮"
"8194774f-8198-4660-a6f1-1a97c042f68f","Habana Club especial + Refresco","refresco a elegir","8.5","Ninguno","Habana Club especial + Refresco","refresco a elegir","Habana Club especial + Refresco","soft drink of your choice","Habana Club especial + Refresco","soda au choix","Habana Club especial + Refresco","Softdrink nach Wahl","Habana Club especial + Refresco","bibita a scelta","Habana Club especial + Refresco","refrigerante à escolha","Habana Club especial + Refresco","frisdrank naar keuze","Habana Club especial + Refresco","refresc a triar","Habana Club especial + Refresco","自选软饮"
"6649a780-656b-49f6-bca3-8865d440f63d","Campari + Soda","refresco a elegir","7.9","Ninguno","Campari + Soda","refresco a elegir","Campari + Soda","soft drink of your choice","Campari + Soda","soda au choix","Campari + Soda","Softdrink nach Wahl","Campari + Soda","bibita a scelta","Campari + Soda","refrigerante à escolha","Campari + Soda","frisdrank naar keuze","Campari + Soda","refresc a triar","Campari + Soda","自选软饮"
"a9f01cec-02bf-4457-a0dd-e14b087e30d6","Broockmans + Refresco","refresco a elegir","8.9","Ninguno","Broockmans + Refresco","refresco a elegir","Broockmans + Refresco","soft drink of your choice","Broockmans + Refresco","soda au choix","Broockmans + Refresco","Softdrink nach Wahl","Broockmans + Refresco","bibita a scelta","Broockmans + Refresco","refrigerante à escolha","Broockmans + Refresco","frisdrank naar keuze","Broockmans + Refresco","refresc a triar","Broockmans + Refresco","自选软饮"
"6218fc12-f652-4676-9ebd-c324f089ddfe","Hendricks + Refresco","refresco a elegir","9.9","Ninguno","Hendricks + Refresco","refresco a elegir","Hendricks + Refresco","soft drink of your choice","Hendricks + Refresco","soda au choix","Hendricks + Refresco","Softdrink nach Wahl","Hendricks + Refresco","bibita a scelta","Hendricks + Refresco","refrigerante à escolha","Hendricks + Refresco","frisdrank naar keuze","Hendricks + Refresco","refresc a triar","Hendricks + Refresco","自选软饮"
"2bfca7d9-a897-4b6f-ad6f-d5c4c5f9f48f","Red Label + Refresco","refresco a elegir","6.9","Ninguno","Red Label + Refresco","refresco a elegir","Red Label + Refresco","soft drink of your choice","Red Label + Refresco","soda au choix","Red Label + Refresco","Softdrink nach Wahl","Red Label + Refresco","bibita a scelta","Red Label + Refresco","refrigerante à escolha","Red Label + Refresco","frisdrank naar keuze","Red Label + Refresco","refresc a triar","Red Label + Refresco","自选软饮"
"2461ef87-99a8-4351-a7af-40166b8e962a","43 + Leche","","6.9","Leche","43 + Leche","","43 + Leche","","43 + Leche","","43 + Leche","","43 + Leche","","43 + Leche","","43 + Leche","","43 + Leche","","43 + Leche",""
"74c89763-ee6f-4260-b5d3-ab59fa9412c4","Aperol","Aperol con Frizzante y agua con gas","7.0","Sulfitos","Aperol","Aperol con Frizzante y agua con gas","Aperol","Aperol with Frizzante and sparkling water","Aperol","Aperol avec Frizzante et eau gazeuse","Aperol","Aperol mit Frizzante und Sprudelwasser","Aperol","Aperol con Frizzante e acqua frizzante","Aperol","Aperol com Frizzante e água com gás","Aperol","Aperol met Frizzante en bruiswater","Aperol","Aperol amb Frizzante i aigua amb gas","Aperol","Aperol配Frizzante和气泡水"
"8d511548-ee4e-43e1-a4d6-cb61ff8316a2","Ginger Ale","Refresco de naranja y genjibre","2.5","Ninguno","Ginger Ale","Refresco de naranja y genjibre","Ginger Ale","Refresco of naranja and ginger","Ginger Ale","Refresco de naranja et gingembre","Ginger Ale","Refresco de naranja und Ingwer","Ginger Ale","Refresco de naranja e zenzero","Ginger Ale","Refresco de naranja e gengibre","Ginger Ale","Refresco de naranja en gember","Ginger Ale","Refresco de naranja i gingebre","Ginger Ale","Refresco de naranja和姜"
"af5118f4-43cb-459d-95f9-809d469c3bfa","Chocolate Caliente","Chocolate a la taza","3.5","Leche","Chocolate Caliente","Chocolate a la taza","Hot chocolate","chocolate a la taza","Chocolat chaud","chocolat a la taza","Heiße Schokolade","Schokolade a la taza","Cioccolata calda","cioccolato a la taza","Chocolate quente","chocolate a la taza","Warme chocolademelk","chocolade a la taza","Xocolata calenta","xocolata a la taza","热巧克力","巧克力 a la taza"
"8d27f800-f183-4df3-90b9-34c07287d6f5","Expreso Martini","Licor de cafe, vodka, azucar y una carga de expresso","8.9","Ninguno","Expreso Martini","Licor de cafe, vodka, azucar y una carga de expresso","Expreso Martini","Licor of coffee, vodka, sugar and una espresso shot","Expreso Martini","Licor de café, vodka, sucre et una dose d'espresso","Expreso Martini","Licor de Kaffee, Wodka, Zucker und una Espresso-Shot","Expreso Martini","Licor de caffè, vodka, zucchero e una dose di espresso","Expreso Martini","Licor de café, vodka, açúcar e una dose de espresso","Expreso Martini","Licor de koffie, wodka, suiker en una espresso-shot","Expreso Martini","Licor de cafè, vodka, sucre i una càrrega d'espresso","Expreso Martini","Licor de 咖啡, 伏特加, 糖和una 一份浓缩咖啡"
"c37dab9d-3e2a-496f-a5fa-ef399c5d279e","Skabers","Lechuga, tomate, atún, surimi,mayonesa.","5.9","Gluten, Huevo, Pescado, Crustaceos","Skabers","Lechuga, tomate, atún, surimi,mayonesa.","Skabers","lettuce, tomato, tuna, surimi,mayonnaise.","Skabers","laitue, tomate, thon, surimi,mayonnaise.","Skabers","Salat, Tomate, Thunfisch, Surimi,Mayonnaise.","Skabers","lattuga, pomodoro, tonno, surimi,maionese.","Skabers","alface, tomate, atum, surimi,maionese.","Skabers","sla, tomaat, tonijn, surimi,mayonaise.","Skabers","enciam, tomàquet, tonyina, surimi,maionesa.","Skabers","生菜, 番茄, 金枪鱼, 蟹柳,蛋黄酱."
"31c26cb6-35f8-473e-b902-2d4d85f8a93c","Te frio","Te frio de manzana","4.0","Ninguno","Te frio","Te frio de manzana","Te frio","Te frio of manzana","Te frio","Te frio de manzana","Te frio","Te frio de manzana","Te frio","Te frio de manzana","Te frio","Te frio de manzana","Te frio","Te frio de manzana","Te frio","Te frio de manzana","Te frio","Te frio de manzana"
"a9217d25-4b72-4fd7-9fd3-2bc08299eb11","Jack Daniels  manzana + Refresco","","8.9","Ninguno","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco","","Jack Daniels  manzana + Refresco",""
"bd6d7e60-399e-4382-bd74-9eab171bc3e7","Shandy","Cerveza con fanta limon","2.7","Gluten","Shandy","Cerveza con fanta limon","Shandy","beer with fanta limon","Shandy","bière avec fanta limon","Shandy","Bier mit fanta limon","Shandy","birra con fanta limon","Shandy","cerveja com fanta limon","Shandy","bier met fanta limon","Shandy","cervesa amb fanta limon","Shandy","啤酒配fanta limon"
"2e1e509d-fdd7-402f-924e-1a82d42ba6fe","Clara","Cerveza con Sprite","2.7","Gluten","Clara","Cerveza con Sprite","Clara","beer with Sprite","Clara","bière avec Sprite","Clara","Bier mit Sprite","Clara","birra con Sprite","Clara","cerveja com Sprite","Clara","bier met Sprite","Clara","cervesa amb Sprite","Clara","啤酒配Sprite"
"3721b75e-96b4-4f3d-9e27-f438878706dd","Redbull","","4.5","Ninguno","Redbull","","Redbull","","Redbull","","Redbull","","Redbull","","Redbull","","Redbull","","Redbull","","Redbull",""
"97025cbd-e2b4-40c0-ac26-b451264a5244","Spezie","Cola con Fanta naranja","3.5","Ninguno","Spezie","Cola con Fanta naranja","Spezie","Cola with Fanta naranja","Spezie","Cola avec Fanta naranja","Spezie","Cola mit Fanta naranja","Spezie","Cola con Fanta naranja","Spezie","Cola com Fanta naranja","Spezie","Cola met Fanta naranja","Spezie","Cola amb Fanta naranja","Spezie","Cola配Fanta naranja"
"c824be60-9110-4e4f-bf6c-14453a2d32af","Hierbas secas","","3.0","Ninguno","Hierbas secas","","Hierbas secas","","Hierbas secas","","Hierbas secas","","Hierbas secas","","Hierbas secas","","Hierbas secas","","Hierbas secas","","Hierbas secas",""
"541d9736-deee-4471-87e0-e3aefd1390d9","Hierbas mezcladas","","3.0","Ninguno","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas","","Hierbas mezcladas",""
"da1e7a08-d55b-498c-987c-d6e1b0d5d9f7","Hierbas dulces","","3.0","Ninguno","Hierbas dulces","","Hierbas sweets","","Hierbas douceurs","","Hierbas Süßes","","Hierbas dolci","","Hierbas doces","","Hierbas zoetigheden","","Hierbas dolços","","Hierbas 甜点",""
"b1892693-1bb6-477d-9d4e-c89c1a6f1da4","Brandy","","4.5","Ninguno","Brandy","","Brandy","","Brandy","","Brandy","","Brandy","","Brandy","","Brandy","","Brandy","","Brandy",""
"a7297d00-8b9b-45c5-8211-d5c887214868","Copa whisky","","4.0","Ninguno","Copa whisky","","Copa whisky","","Copa whisky","","Copa whisky","","Copa whisky","","Copa whisky","","Copa whisky","","Copa whisky","","Copa whisky",""
